#BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         624     1.95054     1.96068 0.000442816
         625     1.95081     1.96066 0.000442388
         626     1.95107     1.96065 0.000441947
         627     1.95131     1.96063 0.000441493
         628     1.95154     1.96062 0.000441027
         629     1.95175      1.9606 0.000440551
         630     1.95195     1.96059 0.000440066
         631     1.95214     1.96058 0.000439572
         632     1.95232     1.96056 0.000439071
         633     1.95249     1.96055 0.000438563
         634     1.95265     1.96054 0.000438048
         635     1.95281     1.96053 0.000437527
         636     1.95296     1.96051 0.000437001
         637     1.95312      1.9605 0.000436469
         638     1.95328     1.96049 0.000435932
         639     1.95344     1.96048 0.000435389
         640      1.9536     1.96047 0.000434842
         641     1.95377     1.96046 0.000434289
         642     1.95394     1.96045 0.000433731
         643     1.95413     1.96044 0.000433168
         644     1.95432     1.96043   0.0004326
         645     1.95452     1.96042 0.000432026
         646     1.95472     1.96041 0.000431447
         647     1.95494      1.9604 0.000430863
         648     1.95516     1.96039 0.000430274
         649     1.95538     1.96039 0.000429681
         650     1.95561     1.96038 0.000429083
         651     1.95584     1.96037  0.00042848
         652     1.95607     1.96037 0.000427874
         653     1.95629     1.96036 0.000427264
         654     1.95651     1.96035 0.000426651
         655     1.95673     1.96035 0.000426036
         656     1.95693     1.96034 0.000425418
         657     1.95712     1.96034 0.000424799
         658      1.9573     1.96033 0.000424179
         659     1.95745     1.96033 0.000423558
         660     1.95759     1.96033 0.000422936
         661     1.95771     1.96032 0.000422315
         662     1.95781     1.96032 0.000421694
         663     1.95788     1.96031 0.000421074
         664     1.95793     1.96031 0.000420455
         665     1.95795     1.96031 0.000419838
         666     1.95795      1.9603 0.000419222
         667     1.95792      1.9603 0.000418609
         668     1.95786      1.9603 0.000417998
         669     1.95778     1.96029  0.00041739
         670     1.95767     1.96029 0.000416786
         671     1.95754     1.96028 0.000416185
         672     1.95739     1.96028 0.000415588
         673     1.95721     1.96028 0.000414995
         674     1.95702     1.96027 0.000414407
         675     1.95681     1.96027 0.000413825
         676     1.95659     1.96026 0.000413249
         677     1.95636     1.96025 0.000412678
         678     1.95612     1.96025 0.000412115
         679     1.95587     1.96024 0.000411558
         680     1.95563     1.96023 0.000411009
         681     1.95538     1.96023 0.000410467
         682     1.95514     1.96022 0.000409933
         683     1.95491     1.96021 0.000409406
         684      1.9547      1.9602 0.000408887
         685      1.9545      1.9602 0.000408375
         686     1.95431     1.96019  0.00040787
         687     1.95416     1.96018 0.000407371
         688     1.95403     1.96017 0.000406877
         689     1.95393     1.96016 0.000406387
         690     1.95386     1.96015   0.0004059
         691     1.95384     1.96014 0.000405416
         692     1.95385     1.96013 0.000404932
         693      1.9539     1.96012 0.000404447
         694       1.954     1.96012 0.000403961
         695     1.95414     1.96011 0.000403471
         696     1.95433      1.9601 0.000402976
         697     1.95457     1.96009 0.000402476
         698     1.95485     1.96008  0.00040197
         699     1.95517     1.96008 0.000401456
         700     1.95554     1.96007 0.000400935
         701     1.95594     1.96006 0.000400407
         702     1.95639     1.96006  0.00039987
