#BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         405   -0.323688    -0.27313  0.00505814
         406   -0.322522   -0.273252  0.00504714
         407   -0.317507   -0.273361  0.00503591
         408   -0.306645   -0.273442  0.00502423
         409   -0.303666   -0.273516  0.00501249
         410   -0.348373   -0.273699  0.00500359
         411   -0.383813   -0.273967  0.00499858
         412   -0.381675   -0.274228  0.00499328
         413   -0.327311   -0.274357  0.00498285
         414   -0.285419   -0.274383  0.00497088
         415   -0.334643   -0.274529  0.00496102
         416   -0.364712   -0.274745  0.00495383
         417    -0.37677    -0.27499  0.00494799
         418   -0.386942   -0.275258   0.0049434
         419    -0.39667   -0.275548  0.00494008
         420   -0.404269   -0.275854  0.00493782
         421   -0.408778    -0.27617  0.00493618
         422   -0.410745   -0.276489  0.00493477
         423   -0.409412   -0.276803   0.0049331
         424   -0.400121   -0.277094  0.00493003
         425   -0.383838   -0.277345  0.00492482
         426    -0.36807   -0.277558  0.00491787
         427   -0.343036   -0.277711  0.00490874
         428   -0.360887   -0.277906  0.00490111
         429   -0.381632   -0.278147  0.00489565
         430   -0.343213   -0.278299   0.0048866
         431   -0.325966   -0.278409  0.00487652
         432   -0.365352   -0.278611  0.00486938
         433   -0.382754   -0.278851  0.00486407
         434   -0.373388   -0.279069  0.00485774
         435   -0.352799   -0.279238  0.00484953
         436    -0.35668   -0.279416  0.00484166
         437   -0.364978   -0.279612  0.00483453
         438   -0.364007   -0.279804  0.00482733
         439    -0.36066   -0.279989  0.00481985
         440   -0.355967   -0.280161  0.00481199
         441   -0.355445   -0.280332   0.0048041
         442   -0.360161   -0.280513  0.00479663
         443   -0.358735   -0.280689  0.00478905
         444    -0.34452   -0.280833  0.00478042
         445   -0.336227   -0.280957   0.0047713
         446   -0.343043   -0.281097  0.00476263
         447   -0.349955   -0.281251  0.00475447
         448   -0.351001   -0.281406   0.0047464
         449   -0.348655   -0.281556  0.00473819
         450   -0.343079   -0.281693  0.00472964
         451   -0.339953   -0.281822  0.00472091
         452   -0.334372   -0.281938   0.0047119
         453    -0.31801   -0.282018  0.00470217
         454   -0.327541   -0.282118  0.00469288
         455   -0.343656   -0.282254  0.00468452
         456   -0.310497   -0.282315  0.00467465
         457   -0.272645   -0.282294  0.00466447
         458   -0.304446   -0.282343  0.00465454
         459    -0.33823   -0.282464  0.00464599
         460   -0.347161   -0.282605  0.00463802
         461   -0.322613   -0.282692  0.00462877
         462   -0.267335   -0.282659  0.00461887
         463   -0.274442   -0.282641  0.00460893
         464   -0.310101     -0.2827  0.00459938
         465   -0.293954   -0.282724  0.00458955
         466   -0.239873   -0.282632  0.00458062
         467    -0.25798   -0.282579  0.00457112
         468   -0.307119   -0.282632  0.00456165
         469   -0.317209   -0.282706  0.00455252
         470   -0.308559   -0.282761  0.00454317
         471   -0.304267   -0.282806  0.00453375
         472   -0.307354   -0.282858  0.00452444
         473   -0.308743   -0.282913  0.00451521
         474   -0.302335   -0.282954  0.00450587
         475   -0.285166   -0.282959  0.00449638
         476   -0.268627   -0.282929  0.00448704
         477   -0.274956   -0.282912  0.00447766
         478   -0.304422   -0.282957  0.00446852
         479    -0.33418   -0.283064  0.00446047
         480    -0.33557   -0.283173  0.00445252
         481   -0.335617   -0.283282   0.0044446
         482   -0.353517   -0.283428  0.00443777
         483   -0.358799   -0.283584  0.00443132
         484   -0.339149   -0.283699  0.00442365
         485   -0.323608   -0.283781   0.0044153
         486   -0.334773   -0.283886  0.00440746
         487   -0.353372   -0.284029  0.00440072
         488   -0.360842   -0.284186  0.00439451
         489   -0.358486   -0.284338  0.00438815
         490   -0.353452   -0.284479  0.00438146
         491   -0.343353   -0.284599  0.00437418
         492    -0.33326   -0.284698  0.00436641
         493   -0.340499   -0.284811  0.00435902
         494   -0.362143   -0.284968    0.004353
         495   -0.382399   -0.285164  0.00434866
         496   -0.381137   -0.285358  0.00434419
         497   -0.336774   -0.285461  0.00433668
         498   -0.275389   -0.285441  0.00432802
         499   -0.278956   -0.285428  0.00431937
         500    -0.33322   -0.285524  0.00431179
         501   -0.365423   -0.285683  0.00430613
         502   -0.374484    -0.28586  0.00430118
         503   -0.377092   -0.286041  0.00429645
         504   -0.375249   -0.286218  0.00429157
         505   -0.370754   -0.286386  0.00428634
         506   -0.370561   -0.286552  0.00428109
         507   -0.363419   -0.286704  0.00427533
         508   -0.328546   -0.286786  0.00426771
         509   -0.306592   -0.286825   0.0042595
         510   -0.355354   -0.286959  0.00425327
         511   -0.383419   -0.287148  0.00424913
         512   -0.372233   -0.287314  0.00424408
         513   -0.367297    -0.28747  0.00423867
         514   -0.380034    -0.28765  0.00423425
         515   -0.382202   -0.287834  0.00423001
         516   -0.353039    -0.28796   0.0042237
         517   -0.318259   -0.288019  0.00421593
         518   -0.327775   -0.288096  0.00420849
         519   -0.355835   -0.288226  0.00420241
         520   -0.360408   -0.288365  0.00419662
         521    -0.32773   -0.288441  0.00418924
         522   -0.336903   -0.288533  0.00418225
         523   -0.324011   -0.288601   0.0041748
         524   -0.260928   -0.288549  0.00416717
         525   -0.320171   -0.288609  0.00415967
         526   -0.336213   -0.288699  0.00415274
         527   -0.336756    -0.28879  0.00414586
         528   -0.339692   -0.288887  0.00413913
         529   -0.350541   -0.289003  0.00413295
         530   -0.372413   -0.289161  0.00412814
         531   -0.344987   -0.289266  0.00412171
         532   -0.287932   -0.289263  0.00411396
         533   -0.303503    -0.28929  0.00410633
         534   -0.334927   -0.289376  0.00409953
         535   -0.344692   -0.289479  0.00409317
         536   -0.351821   -0.289595  0.00408719
         537   -0.353646   -0.289715  0.00408132
         538   -0.339574   -0.289807  0.00407478
         539   -0.329864   -0.289882   0.0040679
         540   -0.356453   -0.290005  0.00406223
         541   -0.356329   -0.290127  0.00405657
         542   -0.359336   -0.290255   0.0040511
         543    -0.37598   -0.290413  0.00404671
         544    -0.39077   -0.290597  0.00404348
         545   -0.383137   -0.290767  0.00403962
         546   -0.373756   -0.290919  0.00403508
         547   -0.382583   -0.291087  0.00403118
         548   -0.379695   -0.291249  0.00402707
         549   -0.372927   -0.291397  0.00402248
         550    -0.36685   -0.291534  0.00401751
         551   -0.366877   -0.291671  0.00401254
         552   -0.386455   -0.291843  0.00400894
         553    -0.37495   -0.291993  0.00400451
         554   -0.367872    -0.29213  0.00399962
         555   -0.372611   -0.292275  0.00399504
         556   -0.378566    -0.29243  0.00399087
         557   -0.387754   -0.292602  0.00398738
         558   -0.390517   -0.292777  0.00398409
         559   -0.379335   -0.292932  0.00397997
         560   -0.367406   -0.293065  0.00397508
         561    -0.36702   -0.293197  0.00397018
         562   -0.370929   -0.293335  0.00396553
         563   -0.367032   -0.293466  0.00396064
         564   -0.352147    -0.29357  0.00395499
         565   -0.335344   -0.293644  0.00394868
         566   -0.322628   -0.293695  0.00394203
         567    -0.29932   -0.293705  0.00393509
         568   -0.285101    -0.29369   0.0039282
         569   -0.318074   -0.293733  0.00392153
         570   -0.336815   -0.293808  0.00391537
         571   -0.339152   -0.293888  0.00390932
         572   -0.351647   -0.293989  0.00390379
         573   -0.345199   -0.294078    0.003898
         574   -0.293483   -0.294077  0.00389121
         575   -0.308925   -0.294103  0.00388453
         576   -0.354912   -0.294208  0.00387922
         577   -0.360346   -0.294323  0.00387419
         578   -0.343174   -0.294408  0.00386841
         579   -0.300276   -0.294418  0.00386174
         580    -0.26833   -0.294373  0.00385534
         581   -0.299629   -0.294382  0.00384872
         582   -0.305274     -0.2944  0.00384215
         583   -0.306815   -0.294422  0.00383562
         584   -0.336137   -0.294493  0.00382972
         585   -0.352656   -0.294593  0.00382446
         586   -0.354533   -0.294695   0.0038193
         587   -0.348323   -0.294786  0.00381389
         588   -0.327924   -0.294843  0.00380782
         589   -0.302261   -0.294855  0.00380138
         590   -0.308494   -0.294878    0.003795
         591   -0.317248   -0.294916  0.00378877
         592   -0.310641   -0.294943  0.00378246
         593   -0.315328   -0.294977  0.00377624
         594   -0.336436   -0.295047  0.00377053
         595   -0.355757   -0.295149  0.00376557
         596    -0.36532   -0.295267  0.00376109
         597   -0.364861   -0.295383   0.0037566
         598   -0.356248   -0.295485   0.0037517
         599   -0.344751   -0.295567  0.00374633
         600   -0.343332   -0.295647  0.00374094
         601   -0.355643   -0.295747  0.00373604
         602   -0.368495   -0.295868  0.00373179
         603   -0.370808   -0.295992  0.00372767
         604    -0.35098   -0.296083  0.00372261
         605   -0.311275   -0.296108  0.00371654
         606   -0.299478   -0.296114  0.00371041
         607   -0.313721   -0.296143  0.00370442
         608   -0.337024    -0.29621  0.00369893
         609   -0.352046   -0.296301    0.003694
         610   -0.346347   -0.296384  0.00368885
         611   -0.326367   -0.296433  0.00368314
         612   -0.315624   -0.296464  0.00367725
         613   -0.302089   -0.296473  0.00367127
         614   -0.290287   -0.296463   0.0036653
         615   -0.294345    -0.29646  0.00365934
         616   -0.318634   -0.296496  0.00365358
         617   -0.345769   -0.296575  0.00364853
         618   -0.353459   -0.296668  0.00364379
         619   -0.351173   -0.296756  0.00363897
         620   -0.355389    -0.29685  0.00363432
         621    -0.36369   -0.296958  0.00363007
         622    -0.36429   -0.297066  0.00362584
         623   -0.333745   -0.297125   0.0036205
         624   -0.255284   -0.297058  0.00361532
         625   -0.293157   -0.297052  0.00360954
         626    -0.34419   -0.297127  0.00360456
         627   -0.346323   -0.297205  0.00359967
         628   -0.336874   -0.297269  0.00359449
         629   -0.351609   -0.297355  0.00358981
         630   -0.352612   -0.297443  0.00358518
         631   -0.325182   -0.297487  0.00357977
         632   -0.331405    -0.29754  0.00357451
         633   -0.374142   -0.297661  0.00357091
         634   -0.370461   -0.297776  0.00356712
         635   -0.353474   -0.297864  0.00356259
         636   -0.366973   -0.297972  0.00355864
         637   -0.370043   -0.298086  0.00355485
         638   -0.339233    -0.29815  0.00354987
         639   -0.285092    -0.29813  0.00354437
         640   -0.281055   -0.298103  0.00353893
         641   -0.311589   -0.298124  0.00353347
         642   -0.329192   -0.298172   0.0035283
         643   -0.318135   -0.298203  0.00352295
         644   -0.220999   -0.298084  0.00351952
         645   -0.251855   -0.298012  0.00351479
         646   -0.332109   -0.298065  0.00350975
         647   -0.359094   -0.298159  0.00350559
         648   -0.360155   -0.298255  0.00350148
         649   -0.340412    -0.29832  0.00349669
         650   -0.289707   -0.298306  0.00349134
         651    -0.25037   -0.298233  0.00348675
         652   -0.268895   -0.298188  0.00348169
         653   -0.306598   -0.298201  0.00347639
         654   -0.324719   -0.298241  0.00347131
         655   -0.331812   -0.298292  0.00346638
         656   -0.333604   -0.298346  0.00346152
         657   -0.331043   -0.298396  0.00345661
         658   -0.326231   -0.298438  0.00345161
